     n                 r           density          velocity             B_phi               B_z          pressure
                    (cm)         (mg/cm^3)            (km/s)          (Mgauss)          (Mgauss)         (kJ/cm^3)
  8905  1.7388559493D+01  2.3896897044D+05 -2.1626484336D+02  6.8761827081D+02  7.1230910983D+02  0.0000000000D+00
  8906  1.7507210068D+01  2.4687702482D+05 -2.1615898095D+02  6.9899445213D+02  7.2391731092D+02  0.0000000000D+00
  8907  1.7626670253D+01  2.5504933114D+05 -2.1605377659D+02  7.1056171890D+02  7.3571891784D+02  0.0000000000D+00
  8908  1.7746945573D+01  2.6349478482D+05 -2.1594922663D+02  7.2232330761D+02  7.4771719064D+02  0.0000000000D+00
  8909  1.7868041590D+01  2.7222258247D+05 -2.1584532743D+02  7.3428250987D+02  7.5991544470D+02  0.0000000000D+00
  8910  1.7989963903D+01  2.8124223201D+05 -2.1574207535D+02  7.4644267334D+02  7.7231705169D+02  0.0000000000D+00
  8911  1.8112718152D+01  2.9056356343D+05 -2.1563946679D+02  7.5880720260D+02  7.8492544047D+02  0.0000000000D+00
  8912  1.8236310012D+01  3.0019673959D+05 -2.1553749816D+02  7.7137956025D+02  7.9774409814D+02  0.0000000000D+00
  8913  1.8360745200D+01  3.1015226764D+05 -2.1543616587D+02  7.8416326779D+02  8.1077657100D+02  0.0000000000D+00
  8914  1.8486029469D+01  3.2044101068D+05 -2.1533546634D+02  7.9716190670D+02  8.2402646554D+02  0.0000000000D+00
  8915  1.8612168613D+01  3.3107419992D+05 -2.1523539603D+02  8.1037911945D+02  8.3749744948D+02  0.0000000000D+00
  8916  1.8739168466D+01  3.4206344714D+05 -2.1513595139D+02  8.2381861050D+02  8.5119325283D+02  0.0000000000D+00
  8917  1.8867034901D+01  3.5342075771D+05 -2.1503712888D+02  8.3748414740D+02  8.6511766895D+02  0.0000000000D+00
  8918  1.8995773831D+01  3.6515854394D+05 -2.1493892502D+02  8.5137956185D+02  8.7927455558D+02  0.0000000000D+00
  8919  1.9125391208D+01  3.7728963892D+05 -2.1484133628D+02  8.6550875081D+02  8.9366783601D+02  0.0000000000D+00
  8920  1.9255893028D+01  3.8982731093D+05 -2.1474435920D+02  8.7987567758D+02  9.0830150015D+02  0.0000000000D+00
  8921  1.9387285325D+01  4.0278527816D+05 -2.1464799030D+02  8.9448437300D+02  9.2317960568D+02  0.0000000000D+00
  8922  1.9519574175D+01  4.1617772407D+05 -2.1455222611D+02  9.0933893651D+02  9.3830627921D+02  0.0000000000D+00
  8923  1.9652765697D+01  4.3001931323D+05 -2.1445706321D+02  9.2444353741D+02  9.5368571743D+02  0.0000000000D+00
  8924  1.9786866048D+01  4.4432520770D+05 -2.1436249816D+02  9.3980241601D+02  9.6932218837D+02  0.0000000000D+00
  8925  1.9921881432D+01  4.5911108400D+05 -2.1426852756D+02  9.5541988482D+02  9.8522003253D+02  0.0000000000D+00
  8926  2.0057818091D+01  4.7439315062D+05 -2.1417514801D+02  9.7130032983D+02  1.0013836641D+03  0.0000000000D+00
  8927  2.0194682311D+01  4.9018816612D+05 -2.1408235612D+02  9.8744821176D+02  1.0178175725D+03  0.0000000000D+00
  8928  2.0332480423D+01  5.0651345787D+05 -2.1399014853D+02  1.0038680673D+03  1.0345263231D+03  0.0000000000D+00
  8929  2.0471218798D+01  5.2338694151D+05 -2.1389852187D+02  1.0205645104D+03  1.0515145592D+03  0.0000000000D+00
  8930  2.0610903852D+01  5.4082714090D+05 -2.1380747282D+02  1.0375422338D+03  1.0687870027D+03  0.0000000000D+00
  8931  2.0751542045D+01  5.5885320890D+05 -2.1371699804D+02  1.0548060098D+03  1.0863484560D+03  0.0000000000D+00
  8932  2.0893139881D+01  5.7748494879D+05 -2.1362709423D+02  1.0723606925D+03  1.1042038029D+03  0.0000000000D+00
  8933  2.1035703907D+01  5.9674283647D+05 -2.1353775810D+02  1.0902112183D+03  1.1223580104D+03  0.0000000000D+00
  8934  2.1179240717D+01  6.1664804334D+05 -2.1344898635D+02  1.1083626081D+03  1.1408161298D+03  0.0000000000D+00
  8935  2.1323756948D+01  6.3722246008D+05 -2.1336077572D+02  1.1268199679D+03  1.1595832985D+03  0.0000000000D+00
  8936  2.1469259283D+01  6.5848872110D+05 -2.1327312296D+02  1.1455884912D+03  1.1786647409D+03  0.0000000000D+00
  8937  2.1615754452D+01  6.8047022999D+05 -2.1318602484D+02  1.1646734596D+03  1.1980657704D+03  0.0000000000D+00
  8938  2.1763249228D+01  7.0319118568D+05 -2.1309947813D+02  1.1840802450D+03  1.2177917908D+03  0.0000000000D+00
  8939  2.1911750432D+01  7.2667660958D+05 -2.1301347962D+02  1.2038143107D+03  1.2378482977D+03  0.0000000000D+00
  8940  2.2061264932D+01  7.5095237367D+05 -2.1292802612D+02  1.2238812133D+03  1.2582408802D+03  0.0000000000D+00
  8941  2.2211799642D+01  7.7604522950D+05 -2.1284311444D+02  1.2442866036D+03  1.2789752222D+03  0.0000000000D+00
  8942  2.2363361524D+01  8.0198283816D+05 -2.1275874143D+02  1.2650362296D+03  1.3000571048D+03  0.0000000000D+00
  8943  2.2515957585D+01  8.2879380141D+05 -2.1267490394D+02  1.2861359364D+03  1.3214924068D+03  0.0000000000D+00
  8944  2.2669594884D+01  8.5650769364D+05 -2.1259159883D+02  1.3075916693D+03  1.3432871073D+03  0.0000000000D+00
  8945  2.2824280524D+01  8.8515509523D+05 -2.1250882297D+02  1.3294094748D+03  1.3654472873D+03  0.0000000000D+00
  8946  2.2980021660D+01  9.1476762671D+05 -2.1242657327D+02  1.3515955023D+03  1.3879791309D+03  0.0000000000D+00
  8947  2.3136825492D+01  9.4537798441D+05 -2.1234484662D+02  1.3741560065D+03  1.4108889274D+03  0.0000000000D+00
  8948  2.3294699274D+01  9.7701997712D+05 -2.1226363997D+02  1.3970973481D+03  1.4341830734D+03  0.0000000000D+00
  8949  2.3453650305D+01  1.0097285640D+06 -2.1218295023D+02  1.4204259967D+03  1.4578680739D+03  0.0000000000D+00
  8950  2.3613685935D+01  1.0435398941D+06 -2.1210277435D+02  1.4441485322D+03  1.4819505449D+03  0.0000000000D+00
  8951  2.3774813567D+01  1.0784913466D+06 -2.1202310932D+02  1.4682716467D+03  1.5064372148D+03  0.0000000000D+00
  8952  2.3937040650D+01  1.1146215731D+06 -2.1194395211D+02  1.4928021460D+03  1.5313349267D+03  0.0000000000D+00
  8953  2.4100374688D+01  1.1519705412D+06 -2.1186529972D+02  1.5177469526D+03  1.5566506400D+03  0.0000000000D+00
  8954  2.4264823233D+01  1.1905795790D+06 -2.1178714914D+02  1.5431131065D+03  1.5823914323D+03  0.0000000000D+00
  8955  2.4430393890D+01  1.2304914219D+06 -2.1170949741D+02  1.5689077682D+03  1.6085645020D+03  0.0000000000D+00
  8956  2.4597094316D+01  1.2717502607D+06 -2.1163234157D+02  1.5951382200D+03  1.6351771698D+03  0.0000000000D+00
  8957  2.4764932219D+01  1.3144017912D+06 -2.1155567867D+02  1.6218118684D+03  1.6622368812D+03  0.0000000000D+00
  8958  2.4933915363D+01  1.3584932655D+06 -2.1147950577D+02  1.6489362465D+03  1.6897512082D+03  0.0000000000D+00
  8959  2.5104051560D+01  1.4040735455D+06 -2.1140381996D+02  1.6765190158D+03  1.7177278518D+03  0.0000000000D+00
  8960  2.5275348679D+01  1.4511931575D+06 -2.1132861833D+02  1.7045679682D+03  1.7461746440D+03  0.0000000000D+00
  8961  2.5447814641D+01  1.4999043496D+06 -2.1125389801D+02  1.7330910288D+03  1.7750995503D+03  0.0000000000D+00
  8962  2.5621457422D+01  1.5502611499D+06 -2.1117965609D+02  1.7620962581D+03  1.8045106717D+03  0.0000000000D+00
  8963  2.5796285052D+01  1.6023194282D+06 -2.1110588973D+02  1.7915918533D+03  1.8344162470D+03  0.0000000000D+00
  8964  2.5972305616D+01  1.6561369578D+06 -2.1103259607D+02  1.8215861523D+03  1.8648246555D+03  0.0000000000D+00
  8965  2.6149527253D+01  1.7117734816D+06 -2.1095977230D+02  1.8520876348D+03  1.8957444188D+03  0.0000000000D+00
  8966  2.6327958160D+01  1.7692907793D+06 -2.1088741558D+02  1.8831049254D+03  1.9271842041D+03  0.0000000000D+00
  8967  2.6507606587D+01  1.8287527361D+06 -2.1081552312D+02  1.9146467957D+03  1.9591528258D+03  0.0000000000D+00
  8968  2.6688480843D+01  1.8902254160D+06 -2.1074409211D+02  1.9467221667D+03  1.9916592486D+03  0.0000000000D+00
  8969  2.6870589291D+01  1.9537771353D+06 -2.1067311978D+02  1.9793401123D+03  2.0247125898D+03  0.0000000000D+00
  8970  2.7053940354D+01  2.0194785404D+06 -2.1060260339D+02  2.0125098604D+03  2.0583221218D+03  0.0000000000D+00
  8971  2.7238542510D+01  2.0874026868D+06 -2.1053254017D+02  2.0462407971D+03  2.0924972752D+03  0.0000000000D+00
  8972  2.7424404296D+01  2.1576251219D+06 -2.1046292738D+02  2.0805424682D+03  2.1272476410D+03  0.0000000000D+00
  8973  2.7611534307D+01  2.2302239700D+06 -2.1039376232D+02  2.1154245827D+03  2.1625829738D+03  0.0000000000D+00
  8974  2.7799941196D+01  2.3052800210D+06 -2.1032504227D+02  2.1508970149D+03  2.1985131940D+03  0.0000000000D+00
  8975  2.7989633678D+01  2.3828768207D+06 -2.1025676453D+02  2.1869698081D+03  2.2350483913D+03  0.0000000000D+00
  8976  2.8180620523D+01  2.4631007660D+06 -2.1018892644D+02  2.2236531764D+03  2.2721988272D+03  0.0000000000D+00
  8977  2.8372910564D+01  2.5460412017D+06 -2.1012152532D+02  2.2609575089D+03  2.3099749377D+03  0.0000000000D+00
  8978  2.8566512693D+01  2.6317905221D+06 -2.1005455853D+02  2.2988933715D+03  2.3483873372D+03  0.0000000000D+00
  8979  2.8761435864D+01  2.7204442745D+06 -2.0998802343D+02  2.3374715107D+03  2.3874468204D+03  0.0000000000D+00
  8980  2.8957689090D+01  2.8121012679D+06 -2.0992191738D+02  2.3767028562D+03  2.4271643662D+03  0.0000000000D+00
  8981  2.9155281447D+01  2.9068636842D+06 -2.0985623779D+02  2.4165985246D+03  2.4675511406D+03  0.0000000000D+00
  8982  2.9354222072D+01  3.0048371938D+06 -2.0979098206D+02  2.4571698218D+03  2.5086184992D+03  0.0000000000D+00
  8983  2.9554520165D+01  3.1061310750D+06 -2.0972614760D+02  2.4984282470D+03  2.5503779923D+03  0.0000000000D+00
  8984  2.9756184990D+01  3.2108583375D+06 -2.0966173185D+02  2.5403854959D+03  2.5928413659D+03  0.0000000000D+00
  8985  2.9959225872D+01  3.3191358500D+06 -2.0959773224D+02  2.5830534632D+03  2.6360205668D+03  0.0000000000D+00
  8986  3.0163652199D+01  3.4310844725D+06 -2.0953414624D+02  2.6264442475D+03  2.6799277453D+03  0.0000000000D+00
  8987  3.0369473427D+01  3.5468291931D+06 -2.0947097131D+02  2.6705701530D+03  2.7245752584D+03  0.0000000000D+00
  8988  3.0576699075D+01  3.6664992691D+06 -2.0940820496D+02  2.7154436949D+03  2.7699756743D+03  0.0000000000D+00
  8989  3.0785338722D+01  3.7902283730D+06 -2.0934584466D+02  2.7610776015D+03  2.8161417748D+03  0.0000000000D+00
  8990  3.0995402016D+01  3.9181547444D+06 -2.0928388791D+02  2.8074848184D+03  2.8630865601D+03  0.0000000000D+00
  8991  3.1206898677D+01  4.0504213458D+06 -2.0922233227D+02  2.8546785125D+03  2.9108232517D+03  0.0000000000D+00
  8992  3.1419838482D+01  4.1871760246D+06 -2.0916117527D+02  2.9026720754D+03  2.9593652967D+03  0.0000000000D+00
  8993  3.1634231277D+01  4.3285716806D+06 -2.0910041444D+02  2.9514791273D+03  3.0087263709D+03  0.0000000000D+00
  8994  3.1850086980D+01  4.4747664386D+06 -2.0904004737D+02  3.0011135211D+03  3.0589203839D+03  0.0000000000D+00
  8995  3.2067415572D+01  4.6259238278D+06 -2.0898007163D+02  3.0515893462D+03  3.1099614820D+03  0.0000000000D+00
  8996  3.2286227100D+01  4.7822129670D+06 -2.0892048480D+02  3.1029209325D+03  3.1618640528D+03  0.0000000000D+00
  8997  3.2506531686D+01  4.9438087557D+06 -2.0886128448D+02  3.1551228548D+03  3.2146427293D+03  0.0000000000D+00
  8998  3.2728339518D+01  5.1108920726D+06 -2.0880246831D+02  3.2082099365D+03  3.2683123938D+03  0.0000000000D+00
  8999  3.2951660850D+01  5.2836499804D+06 -2.0874403388D+02  3.2621972544D+03  3.3228881825D+03  0.0000000000D+00
  9000  3.3176506014D+01  5.4622759375D+06 -2.0868597887D+02  3.3171001429D+03  3.3783854897D+03  0.0000000000D+00
  9001  3.3402885405D+01  5.6469700177D+06 -2.0862830093D+02  3.3729341978D+03  3.4348199721D+03  0.0000000000D+00
  9002  3.3630809490D+01  5.8379391360D+06 -2.0857099769D+02  3.4297152817D+03  3.4922075535D+03  0.0000000000D+00
  9003  3.3860288814D+01  6.0353972841D+06 -2.0851406689D+02  3.4874595281D+03  3.5505644291D+03  0.0000000000D+00
  9004  3.4091333988D+01  6.2395657726D+06 -2.0845750619D+02  3.5461833459D+03  3.6099070703D+03  0.0000000000D+00
  9005  3.4323955692D+01  6.4506734816D+06 -2.0840131328D+02  3.6059034242D+03  3.6702522297D+03  0.0000000000D+00
  9006  3.4558164690D+01  6.6689571206D+06 -2.0834548592D+02  3.6666367373D+03  3.7316169453D+03  0.0000000000D+00
  9007  3.4793971806D+01  6.8946614968D+06 -2.0829002179D+02  3.7284005497D+03  3.7940185457D+03  0.0000000000D+00
  9008  3.5031387951D+01  7.1280397925D+06 -2.0823491868D+02  3.7912124202D+03  3.8574746553D+03  0.0000000000D+00
  9009  3.5270424102D+01  7.3693538528D+06 -2.0818017433D+02  3.8550902081D+03  3.9220031990D+03  0.0000000000D+00
  9010  3.5511091311D+01  7.6188744821D+06 -2.0812578651D+02  3.9200520776D+03  3.9876224073D+03  0.0000000000D+00
  9011  3.5753400708D+01  7.8768817515D+06 -2.0807175299D+02  3.9861165029D+03  4.0543508220D+03  0.0000000000D+00
  9012  3.5997363501D+01  8.1436653169D+06 -2.0801807157D+02  4.0533022742D+03  4.1222073007D+03  0.0000000000D+00
  9013  3.6242990970D+01  8.4195247474D+06 -2.0796474005D+02  4.1216285028D+03  4.1912110234D+03  0.0000000000D+00
  9014  3.6490294476D+01  8.7047698654D+06 -2.0791175628D+02  4.1911146260D+03  4.2613814965D+03  0.0000000000D+00
  9015  3.6739285452D+01  8.9997210981D+06 -2.0785911804D+02  4.2617804135D+03  4.3327385599D+03  0.0000000000D+00
  9016  3.6989975415D+01  9.3047098418D+06 -2.0780682321D+02  4.3336459729D+03  4.4053023915D+03  0.0000000000D+00
  9017  3.7242375957D+01  9.6200788375D+06 -2.0775486963D+02  4.4067317550D+03  4.4790935138D+03  0.0000000000D+00
  9018  3.7496498751D+01  9.9461825606D+06 -2.0770325517D+02  4.4810585602D+03  4.5541327992D+03  0.0000000000D+00
  9019  3.7752355548D+01  1.0283387623D+07 -2.0765197771D+02  4.5566475444D+03  4.6304414764D+03  0.0000000000D+00
  9020  3.8009958177D+01  1.0632073191D+07 -2.0760103512D+02  4.6335202250D+03  4.7080411362D+03  0.0000000000D+00
  9021  3.8269318557D+01  1.0992631413D+07 -2.0755042534D+02  4.7116984868D+03  4.7869537381D+03  0.0000000000D+00
  9022  3.8530448679D+01  1.1365467868D+07 -2.0750014626D+02  4.7912045886D+03  4.8672016159D+03  0.0000000000D+00
  9023  3.8793360615D+01  1.1751002025D+07 -2.0745019579D+02  4.8720611699D+03  4.9488074848D+03  0.0000000000D+00
  9024  3.9058066530D+01  1.2149667720D+07 -2.0740057191D+02  4.9542912567D+03  5.0317944477D+03  0.0000000000D+00
  9025  3.9324578661D+01  1.2561913649D+07 -2.0735127254D+02  5.0379182688D+03  5.1161860015D+03  0.0000000000D+00
  9026  3.9592909332D+01  1.2988203880D+07 -2.0730229565D+02  5.1229660259D+03  5.2020060444D+03  0.0000000000D+00
  9027  3.9863070954D+01  1.3429018373D+07 -2.0725363920D+02  5.2094587549D+03  5.2892788823D+03  0.0000000000D+00
  9028  4.0135076022D+01  1.3884853538D+07 -2.0720530120D+02  5.2974210969D+03  5.3780292360D+03  0.0000000000D+00
  9029  4.0408937109D+01  1.4356222789D+07 -2.0715727963D+02  5.3868781139D+03  5.4682822483D+03  0.0000000000D+00
  9030  4.0684666884D+01  1.4843657131D+07 -2.0710957249D+02  5.4778552963D+03  5.5600634910D+03  0.0000000000D+00
  9031  4.0962278100D+01  1.5347705767D+07 -2.0706217782D+02  5.5703785703D+03  5.6533989725D+03  0.0000000000D+00
  9032  4.1241783588D+01  1.5868936718D+07 -2.0701509363D+02  5.6644743048D+03  5.7483151451D+03  0.0000000000D+00
  9033  4.1523196281D+01  1.6407937471D+07 -2.0696831798D+02  5.7601693199D+03  5.8448389126D+03  0.0000000000D+00
  9034  4.1806529187D+01  1.6965315651D+07 -2.0692184891D+02  5.8574908937D+03  5.9429976383D+03  0.0000000000D+00
  9035  4.2091795410D+01  1.7541699705D+07 -2.0687568448D+02  5.9564667710D+03  6.0428191525D+03  0.0000000000D+00
  9036  4.2379008144D+01  1.8137739622D+07 -2.0682982277D+02  6.0571251703D+03  6.1443317603D+03  0.0000000000D+00
  9037  4.2668180670D+01  1.8754107674D+07 -2.0678426188D+02  6.1594947928D+03  6.2475642506D+03  0.0000000000D+00
  9038  4.2959326362D+01  1.9391499175D+07 -2.0673899990D+02  6.2636048302D+03  6.3525459033D+03  0.0000000000D+00
  9039  4.3252458678D+01  2.0050633280D+07 -2.0669403493D+02  6.3694849733D+03  6.4593064986D+03  0.0000000000D+00
  9040  4.3547591181D+01  2.0732253801D+07 -2.0664936509D+02  6.4771654203D+03  6.5678763248D+03  0.0000000000D+00
  9041  4.3844737518D+01  2.1437130050D+07 -2.0660498853D+02  6.5866768857D+03  6.6782861874D+03  0.0000000000D+00
  9042  4.4143911426D+01  2.2166057716D+07 -2.0656090336D+02  6.6980506090D+03  6.7905674184D+03  0.0000000000D+00
  9043  4.4445126741D+01  2.2919859779D+07 -2.0651710774D+02  6.8113183638D+03  6.9047518841D+03  0.0000000000D+00
  9044  4.4748397398D+01  2.3699387439D+07 -2.0647359987D+02  6.9265124669D+03  7.0208719954D+03  0.0000000000D+00
  9045  4.5053737416D+01  2.4505521084D+07 -2.0643037789D+02  7.0436657877D+03  7.1389607164D+03  0.0000000000D+00
  9046  4.5361160916D+01  2.5339171302D+07 -2.0638743997D+02  7.1628117573D+03  7.2590515743D+03  0.0000000000D+00
  9047  4.5670682115D+01  2.6201279911D+07 -2.0634478433D+02  7.2839843784D+03  7.3811786687D+03  0.0000000000D+00
  9048  4.5982315329D+01  2.7092821034D+07 -2.0630240918D+02  7.4072182353D+03  7.5053766815D+03  0.0000000000D+00
  9049  4.6296074967D+01  2.8014802208D+07 -2.0626031272D+02  7.5325485033D+03  7.6316808872D+03  0.0000000000D+00
  9050  4.6611975540D+01  2.8968265537D+07 -2.0621849320D+02  7.6600109592D+03  7.7601271623D+03  0.0000000000D+00
  9051  4.6930031655D+01  2.9954288871D+07 -2.0617694882D+02  7.7896419917D+03  7.8907519964D+03  0.0000000000D+00
  9052  4.7250258021D+01  3.0973987043D+07 -2.0613567785D+02  7.9214786114D+03  8.0235925021D+03  0.0000000000D+00
  9053  4.7572669449D+01  3.2028513136D+07 -2.0609467857D+02  8.0555584620D+03  8.1586864260D+03  0.0000000000D+00
  9054  4.7897280843D+01  3.3119059796D+07 -2.0605394920D+02  8.1919198307D+03  8.2960721592D+03  0.0000000000D+00
  9055  4.8224107221D+01  3.4246860596D+07 -2.0601348806D+02  8.3306016593D+03  8.4357887490D+03  0.0000000000D+00
  9056  4.8553163694D+01  3.5413191438D+07 -2.0597329341D+02  8.4716435556D+03  8.5778759091D+03  0.0000000000D+00
  9057  4.8884465475D+01  3.6619372011D+07 -2.0593336356D+02  8.6150858048D+03  8.7223740319D+03  0.0000000000D+00
  9058  4.9218027894D+01  3.7866767294D+07 -2.0589369683D+02  8.7609693808D+03  8.8693241999D+03  0.0000000000D+00
  9059  4.9553866368D+01  3.9156789118D+07 -2.0585429153D+02  8.9093359584D+03  9.0187681970D+03  0.0000000000D+00
  9060  4.9891996431D+01  4.0490897767D+07 -2.0581514598D+02  9.0602279247D+03  9.1707485213D+03  0.0000000000D+00
  9061  5.0232433719D+01  4.1870603652D+07 -2.0577625852D+02  9.2136883921D+03  9.3253083966D+03  0.0000000000D+00
  9062  5.0575193976D+01  4.3297469033D+07 -2.0573762751D+02  9.3697612099D+03  9.4824917852D+03  0.0000000000D+00
  9063  5.0920293054D+01  4.4773109796D+07 -2.0569925131D+02  9.5284909776D+03  9.6423434005D+03  0.0000000000D+00
  9064  5.1267746907D+01  4.6299197304D+07 -2.0566112827D+02  9.6899230572D+03  9.8049087199D+03  0.0000000000D+00
  9065  5.1617571609D+01  4.7877460301D+07 -2.0562325680D+02  9.8541035867D+03  9.9702339976D+03  0.0000000000D+00
  9066  5.1969783336D+01  4.9509686882D+07 -2.0558563526D+02  1.0021079493D+04  1.0138366278D+04  0.0000000000D+00
  9067  5.2324398372D+01  5.1197726540D+07 -2.0554826204D+02  1.0190898506D+04  1.0309353410D+04  0.0000000000D+00
  9068  5.2681433118D+01  5.2943492272D+07 -2.0551113557D+02  1.0363609171D+04  1.0483244059D+04  0.0000000000D+00
  9069  5.3040904086D+01  5.4748962770D+07 -2.0547425427D+02  1.0539260865D+04  1.0660087722D+04  0.0000000000D+00
  9070  5.3402827899D+01  5.6616184668D+07 -2.0543761656D+02  1.0717903808D+04  1.0839934743D+04  0.0000000000D+00
  9071  5.3767221294D+01  5.8547274888D+07 -2.0540122086D+02  1.0899589080D+04  1.1022836325D+04  0.0000000000D+00
  9072  5.4134101119D+01  6.0544423059D+07 -2.0536506561D+02  1.1084368634D+04  1.1208844546D+04  0.0000000000D+00
  9073  5.4503484348D+01  6.2609894009D+07 -2.0532914932D+02  1.1272295313D+04  1.1398012376D+04  0.0000000000D+00
  9074  5.4875388054D+01  6.4746030358D+07 -2.0529347039D+02  1.1463422862D+04  1.1590393686D+04  0.0000000000D+00
  9075  5.5249829439D+01  6.6955255191D+07 -2.0525802732D+02  1.1657805947D+04  1.1786043271D+04  0.0000000000D+00
  9076  5.5626825822D+01  6.9240074827D+07 -2.0522281861D+02  1.1855500167D+04  1.1985016862D+04  0.0000000000D+00
  9077  5.6006394633D+01  7.1603081683D+07 -2.0518784271D+02  1.2056562075D+04  1.2187371142D+04  0.0000000000D+00
  9078  5.6388553425D+01  7.4046957232D+07 -2.0515309816D+02  1.2261049189D+04  1.2393163762D+04  0.0000000000D+00
